"cat01_code","(F002-23-009)被害項目","area_code","(F002-23-2)全国農業地域・都道府県","unit","value"
"006","合計_被害率","N0011","九州","％","11.4"
"006","合計_被害率","N0012","沖縄","％","16.6"
"006","合計_被害率","01000","北海道","％","4.5"
"006","合計_被害率","02000","青森県","％","6.2"
"006","合計_被害率","03000","岩手県","％","6.4"
"006","合計_被害率","04000","宮城県","％","7.4"
"006","合計_被害率","05000","秋田県","％","8.8"
"006","合計_被害率","06000","山形県","％","9.9"
"006","合計_被害率","07000","福島県","％","6.2"
"006","合計_被害率","08000","茨城県","％","11.1"
"006","合計_被害率","09000","栃木県","％","6.8"
"006","合計_被害率","10000","群馬県","％","11.2"
"006","合計_被害率","11000","埼玉県","％","10.6"
"006","合計_被害率","12000","千葉県","％","6.1"
"006","合計_被害率","13000","東京都","％","1.6"
"006","合計_被害率","14000","神奈川県","％","1.9"
"006","合計_被害率","15000","新潟県","％","5.6"
"006","合計_被害率","16000","富山県","％","1.5"
"006","合計_被害率","17000","石川県","％","2.1"
"006","合計_被害率","18000","福井県","％","3.5"
"006","合計_被害率","19000","山梨県","％","6.7"
"006","合計_被害率","20000","長野県","％","8.0"
"006","合計_被害率","21000","岐阜県","％","7.2"
"006","合計_被害率","22000","静岡県","％","4.9"
"006","合計_被害率","23000","愛知県","％","5.0"
"006","合計_被害率","24000","三重県","％","10.9"
"006","合計_被害率","25000","滋賀県","％","8.8"
"006","合計_被害率","26000","京都府","％","4.8"
"006","合計_被害率","27000","大阪府","％","6.7"
"006","合計_被害率","28000","兵庫県","％","7.5"
"006","合計_被害率","29000","奈良県","％","6.0"
"006","合計_被害率","30000","和歌山県","％","8.8"
"006","合計_被害率","31000","鳥取県","％","8.1"
"006","合計_被害率","32000","島根県","％","6.3"
"006","合計_被害率","33000","岡山県","％","6.4"
"006","合計_被害率","34000","広島県","％","6.6"
"006","合計_被害率","35000","山口県","％","6.5"
"006","合計_被害率","36000","徳島県","％","15.7"
"006","合計_被害率","37000","香川県","％","12.8"
"006","合計_被害率","38000","愛媛県","％","8.7"
"006","合計_被害率","39000","高知県","％","10.7"
"006","合計_被害率","40000","福岡県","％","7.6"
"006","合計_被害率","41000","佐賀県","％","8.0"
"006","合計_被害率","42000","長崎県","％","10.2"
"006","合計_被害率","43000","熊本県","％","10.9"
"006","合計_被害率","44000","大分県","％","14.0"
"006","合計_被害率","45000","宮崎県","％","17.4"
"006","合計_被害率","46000","鹿児島県","％","15.7"
"006","合計_被害率","47000","沖縄県","％","16.6"
"006","合計_被害率","N0013","関東農政局","％","8.3"
"006","合計_被害率","N0014","東海農政局","％","7.7"
"006","合計_被害率","N0015","中国四国農政局","％","8.3"
"007","気象被害_計_被害面積","N0001","全国","ha","2552000"
"007","気象被害_計_被害面積","N0002","北海道","ha","212300"
"007","気象被害_計_被害面積","N0003","都府県","ha","2339000"
"007","気象被害_計_被害面積","N0004","東北","ha","1050000"
"007","気象被害_計_被害面積","N0005","北陸","ha","196200"
"007","気象被害_計_被害面積","N0006","関東・東山","ha","371200"
"007","気象被害_計_被害面積","N0007","東海","ha","93900"
"007","気象被害_計_被害面積","N0008","近畿","ha","133200"
"007","気象被害_計_被害面積","N0009","中国","ha","124000"
"007","気象被害_計_被害面積","N0010","四国","ha","97800"
"007","気象被害_計_被害面積","N0011","九州","ha","271200"
"007","気象被害_計_被害面積","N0012","沖縄","ha","1860"
"007","気象被害_計_被害面積","01000","北海道","ha","212300"
"007","気象被害_計_被害面積","02000","青森県","ha","66500"
"007","気象被害_計_被害面積","03000","岩手県","ha","174700"
"007","気象被害_計_被害面積","04000","宮城県","ha","215500"
"007","気象被害_計_被害面積","05000","秋田県","ha","257300"
"007","気象被害_計_被害面積","06000","山形県","ha","198200"
"007","気象被害_計_被害面積","07000","福島県","ha","137500"
"007","気象被害_計_被害面積","08000","茨城県","ha","88800"
"007","気象被害_計_被害面積","09000","栃木県","ha","55000"
"007","気象被害_計_被害面積","10000","群馬県","ha","12600"
"007","気象被害_計_被害面積","11000","埼玉県","ha","67800"
"007","気象被害_計_被害面積","12000","千葉県","ha","57000"
"007","気象被害_計_被害面積","13000","東京都","ha","49"
"007","気象被害_計_被害面積","14000","神奈川県","ha","504"
"007","気象被害_計_被害面積","15000","新潟県","ha","160500"
"007","気象被害_計_被害面積","16000","富山県","ha","13000"
"007","気象被害_計_被害面積","17000","石川県","ha","8420"
"007","気象被害_計_被害面積","18000","福井県","ha","14200"
"007","気象被害_計_被害面積","19000","山梨県","ha","3660"
"007","気象被害_計_被害面積","20000","長野県","ha","85800"
"007","気象被害_計_被害面積","21000","岐阜県","ha","16200"
"007","気象被害_計_被害面積","22000","静岡県","ha","8200"
"007","気象被害_計_被害面積","23000","愛知県","ha","23600"
"007","気象被害_計_被害面積","24000","三重県","ha","45800"
"007","気象被害_計_被害面積","25000","滋賀県","ha","55200"
"007","気象被害_計_被害面積","26000","京都府","ha","10900"
"007","気象被害_計_被害面積","27000","大阪府","ha","1060"
"007","気象被害_計_被害面積","28000","兵庫県","ha","56400"
"007","気象被害_計_被害面積","29000","奈良県","ha","3230"
"007","気象被害_計_被害面積","30000","和歌山県","ha","6310"
"007","気象被害_計_被害面積","31000","鳥取県","ha","15600"
"007","気象被害_計_被害面積","32000","島根県","ha","15200"
"007","気象被害_計_被害面積","33000","岡山県","ha","42500"
"007","気象被害_計_被害面積","34000","広島県","ha","18500"
"007","気象被害_計_被害面積","35000","山口県","ha","32200"
"007","気象被害_計_被害面積","36000","徳島県","ha","25500"
"007","気象被害_計_被害面積","37000","香川県","ha","30000"
"007","気象被害_計_被害面積","38000","愛媛県","ha","25400"
"007","気象被害_計_被害面積","39000","高知県","ha","17000"
"007","気象被害_計_被害面積","40000","福岡県","ha","46100"
"007","気象被害_計_被害面積","41000","佐賀県","ha","30800"
"007","気象被害_計_被害面積","42000","長崎県","ha","21100"
"007","気象被害_計_被害面積","43000","熊本県","ha","60800"
"007","気象被害_計_被害面積","44000","大分県","ha","26300"
"007","気象被害_計_被害面積","45000","宮崎県","ha","28600"
"007","気象被害_計_被害面積","46000","鹿児島県","ha","57600"
"007","気象被害_計_被害面積","47000","沖縄県","ha","1860"
"007","気象被害_計_被害面積","N0013","関東農政局","ha","379400"
"007","気象被害_計_被害面積","N0014","東海農政局","ha","85600"
"007","気象被害_計_被害面積","N0015","中国四国農政局","ha","221800"
"008","気象被害_計_被害量","N0001","全国","t","426400"
"008","気象被害_計_被害量","N0002","北海道","t","24300"
"008","気象被害_計_被害量","N0003","都府県","t","402100"
"008","気象被害_計_被害量","N0004","東北","t","139800"
"008","気象被害_計_被害量","N0005","北陸","t","36100"
"008","気象被害_計_被害量","N0006","関東・東山","t","90900"
"008","気象被害_計_被害量","N0007","東海","t","18000"
"008","気象被害_計_被害量","N0008","近畿","t","23100"
"008","気象被害_計_被害量","N0009","中国","t","21600"
"008","気象被害_計_被害量","N0010","四国","t","19400"
"008","気象被害_計_被害量","N0011","九州","t","52900"
"008","気象被害_計_被害量","N0012","沖縄","t","456"
"008","気象被害_計_被害量","01000","北海道","t","24300"
"008","気象被害_計_被害量","02000","青森県","t","12000"
"008","気象被害_計_被害量","03000","岩手県","t","17200"
"008","気象被害_計_被害量","04000","宮城県","t","23200"
"008","気象被害_計_被害量","05000","秋田県","t","39800"
"008","気象被害_計_被害量","06000","山形県","t","34500"
"008","気象被害_計_被害量","07000","福島県","t","13000"
"008","気象被害_計_被害量","08000","茨城県","t","27900"
"008","気象被害_計_被害量","09000","栃木県","t","16000"
"008","気象被害_計_被害量","10000","群馬県","t","5250"
"008","気象被害_計_被害量","11000","埼玉県","t","14100"
"008","気象被害_計_被害量","12000","千葉県","t","14500"
"008","気象被害_計_被害量","13000","東京都","t","2"
"008","気象被害_計_被害量","14000","神奈川県","t","100"
"008","気象被害_計_被害量","15000","新潟県","t","30100"
"008","気象被害_計_被害量","16000","富山県","t","1820"
"008","気象被害_計_被害量","17000","石川県","t","1830"
"008","気象被害_計_被害量","18000","福井県","t","2400"
"008","気象被害_計_被害量","19000","山梨県","t","1020"
"008","気象被害_計_被害量","20000","長野県","t","12000"
"008","気象被害_計_被害量","21000","岐阜県","t","3220"
"008","気象被害_計_被害量","22000","静岡県","t","1610"
"008","気象被害_計_被害量","23000","愛知県","t","2880"
"008","気象被害_計_被害量","24000","三重県","t","10200"
"008","気象被害_計_被害量","25000","滋賀県","t","8030"
"008","気象被害_計_被害量","26000","京都府","t","1390"
"008","気象被害_計_被害量","27000","大阪府","t","64"
"008","気象被害_計_被害量","28000","兵庫県","t","11900"
"008","気象被害_計_被害量","29000","奈良県","t","162"
"008","気象被害_計_被害量","30000","和歌山県","t","1560"
"008","気象被害_計_被害量","31000","鳥取県","t","4350"
"008","気象被害_計_被害量","32000","島根県","t","4160"
"008","気象被害_計_被害量","33000","岡山県","t","5880"
"008","気象被害_計_被害量","34000","広島県","t","3290"
"008","気象被害_計_被害量","35000","山口県","t","3870"
"008","気象被害_計_被害量","36000","徳島県","t","5800"
"008","気象被害_計_被害量","37000","香川県","t","6120"
"008","気象被害_計_被害量","38000","愛媛県","t","3610"
"008","気象被害_計_被害量","39000","高知県","t","3930"
"008","気象被害_計_被害量","40000","福岡県","t","5880"
"008","気象被害_計_被害量","41000","佐賀県","t","6320"
"008","気象被害_計_被害量","42000","長崎県","t","4500"
"008","気象被害_計_被害量","43000","熊本県","t","10300"
"008","気象被害_計_被害量","44000","大分県","t","7320"
"008","気象被害_計_被害量","45000","宮崎県","t","8020"
"008","気象被害_計_被害量","46000","鹿児島県","t","10500"
"008","気象被害_計_被害量","47000","沖縄県","t","456"
"008","気象被害_計_被害量","N0013","関東農政局","t","92600"
"008","気象被害_計_被害量","N0014","東海農政局","t","16400"
"008","気象被害_計_被害量","N0015","中国四国農政局","t","41100"
"009","気象被害_風水害_被害面積","N0001","全国","ha","586200"
"009","気象被害_風水害_被害面積","N0002","北海道","ha","3920"
"009","気象被害_風水害_被害面積","N0003","都府県","ha","582300"
"009","気象被害_風水害_被害面積","N0004","東北","ha","76100"
"009","気象被害_風水害_被害面積","N0005","北陸","ha","138000"
"009","気象被害_風水害_被害面積","N0006","関東・東山","ha","98600"
"009","気象被害_風水害_被害面積","N0007","東海","ha","55000"
"009","気象被害_風水害_被害面積","N0008","近畿","ha","46400"
"009","気象被害_風水害_被害面積","N0009","中国","ha","38700"
"009","気象被害_風水害_被害面積","N0010","四国","ha","43500"
"009","気象被害_風水害_被害面積","N0011","九州","ha","85400"
"009","気象被害_風水害_被害面積","N0012","沖縄","ha","616"
"009","気象被害_風水害_被害面積","01000","北海道","ha","3920"
"009","気象被害_風水害_被害面積","02000","青森県","ha","1360"
"009","気象被害_風水害_被害面積","03000","岩手県","ha","11100"
"009","気象被害_風水害_被害面積","04000","宮城県","ha","16100"
"009","気象被害_風水害_被害面積","05000","秋田県","ha","12800"
"009","気象被害_風水害_被害面積","06000","山形県","ha","26200"
