"cat01_code","平成29水稲被害面積被害量","cat02_code","平成29水稲被害率被害量","area_code","全国、都府県、全国農業地域","time_code","時間軸（年次）","unit","value"
"110","気象被害_日照不足","100","被害面積","28000","兵庫県","2017000000","2017年","ha","12400"
"110","気象被害_日照不足","100","被害面積","29000","奈良県","2017000000","2017年","ha","5860"
"110","気象被害_日照不足","100","被害面積","30000","和歌山県","2017000000","2017年","ha","650"
"110","気象被害_日照不足","100","被害面積","31000","鳥取県","2017000000","2017年","ha","2160"
"110","気象被害_日照不足","100","被害面積","32000","島根県","2017000000","2017年","ha","－"
"110","気象被害_日照不足","100","被害面積","33000","岡山県","2017000000","2017年","ha","11000"
"110","気象被害_日照不足","100","被害面積","34000","広島県","2017000000","2017年","ha","8290"
"110","気象被害_日照不足","100","被害面積","35000","山口県","2017000000","2017年","ha","11500"
"110","気象被害_日照不足","100","被害面積","36000","徳島県","2017000000","2017年","ha","11500"
"110","気象被害_日照不足","100","被害面積","37000","香川県","2017000000","2017年","ha","12800"
"110","気象被害_日照不足","100","被害面積","38000","愛媛県","2017000000","2017年","ha","9350"
"110","気象被害_日照不足","100","被害面積","39000","高知県","2017000000","2017年","ha","9030"
"110","気象被害_日照不足","100","被害面積","40000","福岡県","2017000000","2017年","ha","12600"
"110","気象被害_日照不足","100","被害面積","41000","佐賀県","2017000000","2017年","ha","12600"
"110","気象被害_日照不足","100","被害面積","42000","長崎県","2017000000","2017年","ha","9930"
"110","気象被害_日照不足","100","被害面積","43000","熊本県","2017000000","2017年","ha","27800"
"110","気象被害_日照不足","100","被害面積","44000","大分県","2017000000","2017年","ha","13500"
"110","気象被害_日照不足","100","被害面積","45000","宮崎県","2017000000","2017年","ha","9870"
"110","気象被害_日照不足","100","被害面積","46000","鹿児島県","2017000000","2017年","ha","17000"
"110","気象被害_日照不足","100","被害面積","47000","沖縄県","2017000000","2017年","ha","65"
"110","気象被害_日照不足","100","被害面積","N0001","関東農政局","2017000000","2017年","ha","184700"
"110","気象被害_日照不足","100","被害面積","N0002","東海農政局","2017000000","2017年","ha","50400"
"110","気象被害_日照不足","100","被害面積","N0003","中国四国農政局","2017000000","2017年","ha","75600"
"110","気象被害_日照不足","110","被害量","00000","全国","2017000000","2017年","ｔ","243100"
"110","気象被害_日照不足","110","被害量","00042","北海道","2017000000","2017年","ｔ","20300"
"110","気象被害_日照不足","110","被害量","N0010","都府県","2017000000","2017年","ｔ","222800"
"110","気象被害_日照不足","110","被害量","00043","東北","2017000000","2017年","ｔ","109000"
"110","気象被害_日照不足","110","被害量","00049","北陸","2017000000","2017年","ｔ","17000"
"110","気象被害_日照不足","110","被害量","N0004","関東・東山","2017000000","2017年","ｔ","47600"
"110","気象被害_日照不足","110","被害量","00050","東海","2017000000","2017年","ｔ","11800"
"110","気象被害_日照不足","110","被害量","00051","近畿","2017000000","2017年","ｔ","4590"
"110","気象被害_日照不足","110","被害量","00053","中国","2017000000","2017年","ｔ","3500"
"110","気象被害_日照不足","110","被害量","00054","四国","2017000000","2017年","ｔ","6080"
"110","気象被害_日照不足","110","被害量","00056","九州","2017000000","2017年","ｔ","23300"
"110","気象被害_日照不足","110","被害量","00057","沖縄","2017000000","2017年","ｔ","25"
"110","気象被害_日照不足","110","被害量","01000","北海道","2017000000","2017年","ｔ","20300"
"110","気象被害_日照不足","110","被害量","02000","青森県","2017000000","2017年","ｔ","6210"
"110","気象被害_日照不足","110","被害量","03000","岩手県","2017000000","2017年","ｔ","22600"
"110","気象被害_日照不足","110","被害量","04000","宮城県","2017000000","2017年","ｔ","28600"
"110","気象被害_日照不足","110","被害量","05000","秋田県","2017000000","2017年","ｔ","22700"
"110","気象被害_日照不足","110","被害量","06000","山形県","2017000000","2017年","ｔ","16300"
"110","気象被害_日照不足","110","被害量","07000","福島県","2017000000","2017年","ｔ","12600"
"110","気象被害_日照不足","110","被害量","08000","茨城県","2017000000","2017年","ｔ","9880"
"110","気象被害_日照不足","110","被害量","09000","栃木県","2017000000","2017年","ｔ","23000"
"110","気象被害_日照不足","110","被害量","10000","群馬県","2017000000","2017年","ｔ","3530"
"110","気象被害_日照不足","110","被害量","11000","埼玉県","2017000000","2017年","ｔ","4200"
"110","気象被害_日照不足","110","被害量","12000","千葉県","2017000000","2017年","ｔ","4550"
"110","気象被害_日照不足","110","被害量","13000","東京都","2017000000","2017年","ｔ","14"
"110","気象被害_日照不足","110","被害量","14000","神奈川県","2017000000","2017年","ｔ","349"
"110","気象被害_日照不足","110","被害量","15000","新潟県","2017000000","2017年","ｔ","14800"
"110","気象被害_日照不足","110","被害量","16000","富山県","2017000000","2017年","ｔ","1120"
"110","気象被害_日照不足","110","被害量","17000","石川県","2017000000","2017年","ｔ","1100"
"110","気象被害_日照不足","110","被害量","18000","福井県","2017000000","2017年","ｔ","－"
"110","気象被害_日照不足","110","被害量","19000","山梨県","2017000000","2017年","ｔ","280"
"110","気象被害_日照不足","110","被害量","20000","長野県","2017000000","2017年","ｔ","1760"
"110","気象被害_日照不足","110","被害量","21000","岐阜県","2017000000","2017年","ｔ","1630"
"110","気象被害_日照不足","110","被害量","22000","静岡県","2017000000","2017年","ｔ","2490"
"110","気象被害_日照不足","110","被害量","23000","愛知県","2017000000","2017年","ｔ","1860"
"110","気象被害_日照不足","110","被害量","24000","三重県","2017000000","2017年","ｔ","5770"
"110","気象被害_日照不足","110","被害量","25000","滋賀県","2017000000","2017年","ｔ","2030"
"110","気象被害_日照不足","110","被害量","26000","京都府","2017000000","2017年","ｔ","189"
"110","気象被害_日照不足","110","被害量","27000","大阪府","2017000000","2017年","ｔ","190"
"110","気象被害_日照不足","110","被害量","28000","兵庫県","2017000000","2017年","ｔ","1930"
"110","気象被害_日照不足","110","被害量","29000","奈良県","2017000000","2017年","ｔ","192"
"110","気象被害_日照不足","110","被害量","30000","和歌山県","2017000000","2017年","ｔ","55"
"110","気象被害_日照不足","110","被害量","31000","鳥取県","2017000000","2017年","ｔ","350"
"110","気象被害_日照不足","110","被害量","32000","島根県","2017000000","2017年","ｔ","－"
"110","気象被害_日照不足","110","被害量","33000","岡山県","2017000000","2017年","ｔ","579"
"110","気象被害_日照不足","110","被害量","34000","広島県","2017000000","2017年","ｔ","1520"
"110","気象被害_日照不足","110","被害量","35000","山口県","2017000000","2017年","ｔ","1050"
"110","気象被害_日照不足","110","被害量","36000","徳島県","2017000000","2017年","ｔ","1440"
"110","気象被害_日照不足","110","被害量","37000","香川県","2017000000","2017年","ｔ","2450"
"110","気象被害_日照不足","110","被害量","38000","愛媛県","2017000000","2017年","ｔ","842"
"110","気象被害_日照不足","110","被害量","39000","高知県","2017000000","2017年","ｔ","1350"
"110","気象被害_日照不足","110","被害量","40000","福岡県","2017000000","2017年","ｔ","1910"
"110","気象被害_日照不足","110","被害量","41000","佐賀県","2017000000","2017年","ｔ","2480"
"110","気象被害_日照不足","110","被害量","42000","長崎県","2017000000","2017年","ｔ","1560"
"110","気象被害_日照不足","110","被害量","43000","熊本県","2017000000","2017年","ｔ","7100"
"110","気象被害_日照不足","110","被害量","44000","大分県","2017000000","2017年","ｔ","2700"
"110","気象被害_日照不足","110","被害量","45000","宮崎県","2017000000","2017年","ｔ","3260"
"110","気象被害_日照不足","110","被害量","46000","鹿児島県","2017000000","2017年","ｔ","4250"
"110","気象被害_日照不足","110","被害量","47000","沖縄県","2017000000","2017年","ｔ","25"
"110","気象被害_日照不足","110","被害量","N0001","関東農政局","2017000000","2017年","ｔ","50100"
"110","気象被害_日照不足","110","被害量","N0002","東海農政局","2017000000","2017年","ｔ","9260"
"110","気象被害_日照不足","110","被害量","N0003","中国四国農政局","2017000000","2017年","ｔ","9580"
"110","気象被害_日照不足","120","被害率_実数","00000","全国","2017000000","2017年","％","3.1"
"110","気象被害_日照不足","120","被害率_実数","00042","北海道","2017000000","2017年","％","3.6"
"110","気象被害_日照不足","120","被害率_実数","N0010","都府県","2017000000","2017年","％","3.1"
"110","気象被害_日照不足","120","被害率_実数","00043","東北","2017000000","2017年","％","5.2"
"110","気象被害_日照不足","120","被害率_実数","00049","北陸","2017000000","2017年","％","1.6"
"110","気象被害_日照不足","120","被害率_実数","N0004","関東・東山","2017000000","2017年","％","3.3"
"110","気象被害_日照不足","120","被害率_実数","00050","東海","2017000000","2017年","％","2.5"
"110","気象被害_日照不足","120","被害率_実数","00051","近畿","2017000000","2017年","％","0.9"
"110","気象被害_日照不足","120","被害率_実数","00053","中国","2017000000","2017年","％","0.6"
"110","気象被害_日照不足","120","被害率_実数","00054","四国","2017000000","2017年","％","2.5"
"110","気象被害_日照不足","120","被害率_実数","00056","九州","2017000000","2017年","％","2.9"
"110","気象被害_日照不足","120","被害率_実数","00057","沖縄","2017000000","2017年","％","1.1"
"110","気象被害_日照不足","120","被害率_実数","01000","北海道","2017000000","2017年","％","3.6"
"110","気象被害_日照不足","120","被害率_実数","02000","青森県","2017000000","2017年","％","2.4"
"110","気象被害_日照不足","120","被害率_実数","03000","岩手県","2017000000","2017年","％","8.5"
"110","気象被害_日照不足","120","被害率_実数","04000","宮城県","2017000000","2017年","％","8.1"
"110","気象被害_日照不足","120","被害率_実数","05000","秋田県","2017000000","2017年","％","4.6"
"110","気象被害_日照不足","120","被害率_実数","06000","山形県","2017000000","2017年","％","4.2"
"110","気象被害_日照不足","120","被害率_実数","07000","福島県","2017000000","2017年","％","3.6"
"110","気象被害_日照不足","120","被害率_実数","08000","茨城県","2017000000","2017年","％","2.8"
"110","気象被害_日照不足","120","被害率_実数","09000","栃木県","2017000000","2017年","％","7.4"
"110","気象被害_日照不足","120","被害率_実数","10000","群馬県","2017000000","2017年","％","4.6"
"110","気象被害_日照不足","120","被害率_実数","11000","埼玉県","2017000000","2017年","％","2.7"
"110","気象被害_日照不足","120","被害率_実数","12000","千葉県","2017000000","2017年","％","1.5"
"110","気象被害_日照不足","120","被害率_実数","13000","東京都","2017000000","2017年","％","2.4"
"110","気象被害_日照不足","120","被害率_実数","14000","神奈川県","2017000000","2017年","％","2.3"
"110","気象被害_日照不足","120","被害率_実数","15000","新潟県","2017000000","2017年","％","2.3"
"110","気象被害_日照不足","120","被害率_実数","16000","富山県","2017000000","2017年","％","0.6"
"110","気象被害_日照不足","120","被害率_実数","17000","石川県","2017000000","2017年","％","0.8"
"110","気象被害_日照不足","120","被害率_実数","18000","福井県","2017000000","2017年","％","－"
"110","気象被害_日照不足","120","被害率_実数","19000","山梨県","2017000000","2017年","％","1.0"
"110","気象被害_日照不足","120","被害率_実数","20000","長野県","2017000000","2017年","％","0.9"
"110","気象被害_日照不足","120","被害率_実数","21000","岐阜県","2017000000","2017年","％","1.5"
"110","気象被害_日照不足","120","被害率_実数","22000","静岡県","2017000000","2017年","％","3.0"
"110","気象被害_日照不足","120","被害率_実数","23000","愛知県","2017000000","2017年","％","1.3"
"110","気象被害_日照不足","120","被害率_実数","24000","三重県","2017000000","2017年","％","4.2"
"110","気象被害_日照不足","120","被害率_実数","25000","滋賀県","2017000000","2017年","％","1.2"
"110","気象被害_日照不足","120","被害率_実数","26000","京都府","2017000000","2017年","％","0.3"
"110","気象被害_日照不足","120","被害率_実数","27000","大阪府","2017000000","2017年","％","0.7"
"110","気象被害_日照不足","120","被害率_実数","28000","兵庫県","2017000000","2017年","％","1.1"
"110","気象被害_日照不足","120","被害率_実数","29000","奈良県","2017000000","2017年","％","0.4"
"110","気象被害_日照不足","120","被害率_実数","30000","和歌山県","2017000000","2017年","％","0.2"
"110","気象被害_日照不足","120","被害率_実数","31000","鳥取県","2017000000","2017年","％","0.5"
"110","気象被害_日照不足","120","被害率_実数","32000","島根県","2017000000","2017年","％","－"
"110","気象被害_日照不足","120","被害率_実数","33000","岡山県","2017000000","2017年","％","0.4"
"110","気象被害_日照不足","120","被害率_実数","34000","広島県","2017000000","2017年","％","1.2"
"110","気象被害_日照不足","120","被害率_実数","35000","山口県","2017000000","2017年","％","1.0"
"110","気象被害_日照不足","120","被害率_実数","36000","徳島県","2017000000","2017年","％","2.6"
"110","気象被害_日照不足","120","被害率_実数","37000","香川県","2017000000","2017年","％","3.9"
"110","気象被害_日照不足","120","被害率_実数","38000","愛媛県","2017000000","2017年","％","1.2"
"110","気象被害_日照不足","120","被害率_実数","39000","高知県","2017000000","2017年","％","2.5"
"110","気象被害_日照不足","120","被害率_実数","40000","福岡県","2017000000","2017年","％","1.1"
"110","気象被害_日照不足","120","被害率_実数","41000","佐賀県","2017000000","2017年","％","1.9"
"110","気象被害_日照不足","120","被害率_実数","42000","長崎県","2017000000","2017年","％","2.8"
"110","気象被害_日照不足","120","被害率_実数","43000","熊本県","2017000000","2017年","％","4.2"
"110","気象被害_日照不足","120","被害率_実数","44000","大分県","2017000000","2017年","％","2.6"
"110","気象被害_日照不足","120","被害率_実数","45000","宮崎県","2017000000","2017年","％","4.0"
"110","気象被害_日照不足","120","被害率_実数","46000","鹿児島県","2017000000","2017年","％","4.3"
"110","気象被害_日照不足","120","被害率_実数","47000","沖縄県","2017000000","2017年","％","1.1"
"110","気象被害_日照不足","120","被害率_実数","N0001","関東農政局","2017000000","2017年","％","3.3"
"110","気象被害_日照不足","120","被害率_実数","N0002","東海農政局","2017000000","2017年","％","2.4"
"110","気象被害_日照不足","120","被害率_実数","N0003","中国四国農政局","2017000000","2017年","％","1.2"
"110","気象被害_日照不足","130","被害率_対前年差","00000","全国","2017000000","2017年","ﾎﾟｲﾝﾄ","0.9"
"110","気象被害_日照不足","130","被害率_対前年差","00042","北海道","2017000000","2017年","ﾎﾟｲﾝﾄ","0.7"
"110","気象被害_日照不足","130","被害率_対前年差","N0010","都府県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.0"
"110","気象被害_日照不足","130","被害率_対前年差","00043","東北","2017000000","2017年","ﾎﾟｲﾝﾄ","1.5"
"110","気象被害_日照不足","130","被害率_対前年差","00049","北陸","2017000000","2017年","ﾎﾟｲﾝﾄ","1.6"
"110","気象被害_日照不足","130","被害率_対前年差","N0004","関東・東山","2017000000","2017年","ﾎﾟｲﾝﾄ","1.7"
"110","気象被害_日照不足","130","被害率_対前年差","00050","東海","2017000000","2017年","ﾎﾟｲﾝﾄ","1.7"
"110","気象被害_日照不足","130","被害率_対前年差","00051","近畿","2017000000","2017年","ﾎﾟｲﾝﾄ","0.0"
"110","気象被害_日照不足","130","被害率_対前年差","00053","中国","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.1"
"110","気象被害_日照不足","130","被害率_対前年差","00054","四国","2017000000","2017年","ﾎﾟｲﾝﾄ","0.0"
"110","気象被害_日照不足","130","被害率_対前年差","00056","九州","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.7"
"110","気象被害_日照不足","130","被害率_対前年差","00057","沖縄","2017000000","2017年","ﾎﾟｲﾝﾄ","1.1"
"110","気象被害_日照不足","130","被害率_対前年差","01000","北海道","2017000000","2017年","ﾎﾟｲﾝﾄ","0.7"
"110","気象被害_日照不足","130","被害率_対前年差","02000","青森県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.5"
"110","気象被害_日照不足","130","被害率_対前年差","03000","岩手県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.9"
"110","気象被害_日照不足","130","被害率_対前年差","04000","宮城県","2017000000","2017年","ﾎﾟｲﾝﾄ","5.3"
"110","気象被害_日照不足","130","被害率_対前年差","05000","秋田県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.4"
"110","気象被害_日照不足","130","被害率_対前年差","06000","山形県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.6"
"110","気象被害_日照不足","130","被害率_対前年差","07000","福島県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.3"
"110","気象被害_日照不足","130","被害率_対前年差","08000","茨城県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.4"
"110","気象被害_日照不足","130","被害率_対前年差","09000","栃木県","2017000000","2017年","ﾎﾟｲﾝﾄ","6.8"
"110","気象被害_日照不足","130","被害率_対前年差","10000","群馬県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.4"
"110","気象被害_日照不足","130","被害率_対前年差","11000","埼玉県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.1"
"110","気象被害_日照不足","130","被害率_対前年差","12000","千葉県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.0"
"110","気象被害_日照不足","130","被害率_対前年差","13000","東京都","2017000000","2017年","ﾎﾟｲﾝﾄ","1.0"
"110","気象被害_日照不足","130","被害率_対前年差","14000","神奈川県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.8"
"110","気象被害_日照不足","130","被害率_対前年差","15000","新潟県","2017000000","2017年","ﾎﾟｲﾝﾄ","2.3"
"110","気象被害_日照不足","130","被害率_対前年差","16000","富山県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.6"
"110","気象被害_日照不足","130","被害率_対前年差","17000","石川県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.8"
"110","気象被害_日照不足","130","被害率_対前年差","18000","福井県","2017000000","2017年","ﾎﾟｲﾝﾄ","－"
"110","気象被害_日照不足","130","被害率_対前年差","19000","山梨県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.2"
"110","気象被害_日照不足","130","被害率_対前年差","20000","長野県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.1"
"110","気象被害_日照不足","130","被害率_対前年差","21000","岐阜県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.3"
"110","気象被害_日照不足","130","被害率_対前年差","22000","静岡県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.6"
"110","気象被害_日照不足","130","被害率_対前年差","23000","愛知県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.0"
"110","気象被害_日照不足","130","被害率_対前年差","24000","三重県","2017000000","2017年","ﾎﾟｲﾝﾄ","4.1"
"110","気象被害_日照不足","130","被害率_対前年差","25000","滋賀県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.2"
"110","気象被害_日照不足","130","被害率_対前年差","26000","京都府","2017000000","2017年","ﾎﾟｲﾝﾄ","0.2"
"110","気象被害_日照不足","130","被害率_対前年差","27000","大阪府","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.1"
"110","気象被害_日照不足","130","被害率_対前年差","28000","兵庫県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.3"
"110","気象被害_日照不足","130","被害率_対前年差","29000","奈良県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.2"
"110","気象被害_日照不足","130","被害率_対前年差","30000","和歌山県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.2"
"110","気象被害_日照不足","130","被害率_対前年差","31000","鳥取県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.6"
"110","気象被害_日照不足","130","被害率_対前年差","32000","島根県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.6"
"110","気象被害_日照不足","130","被害率_対前年差","33000","岡山県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.2"
"110","気象被害_日照不足","130","被害率_対前年差","34000","広島県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.9"
"110","気象被害_日照不足","130","被害率_対前年差","35000","山口県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.4"
"110","気象被害_日照不足","130","被害率_対前年差","36000","徳島県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.2"
"110","気象被害_日照不足","130","被害率_対前年差","37000","香川県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.9"
"110","気象被害_日照不足","130","被害率_対前年差","38000","愛媛県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.3"
"110","気象被害_日照不足","130","被害率_対前年差","39000","高知県","2017000000","2017年","ﾎﾟｲﾝﾄ","-2.1"
"110","気象被害_日照不足","130","被害率_対前年差","40000","福岡県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.2"
"110","気象被害_日照不足","130","被害率_対前年差","41000","佐賀県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.1"
"110","気象被害_日照不足","130","被害率_対前年差","42000","長崎県","2017000000","2017年","ﾎﾟｲﾝﾄ","0.6"
"110","気象被害_日照不足","130","被害率_対前年差","43000","熊本県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.5"
"110","気象被害_日照不足","130","被害率_対前年差","44000","大分県","2017000000","2017年","ﾎﾟｲﾝﾄ","-1.4"
"110","気象被害_日照不足","130","被害率_対前年差","45000","宮崎県","2017000000","2017年","ﾎﾟｲﾝﾄ","-2.2"
"110","気象被害_日照不足","130","被害率_対前年差","46000","鹿児島県","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.2"
"110","気象被害_日照不足","130","被害率_対前年差","47000","沖縄県","2017000000","2017年","ﾎﾟｲﾝﾄ","1.1"
"110","気象被害_日照不足","130","被害率_対前年差","N0001","関東農政局","2017000000","2017年","ﾎﾟｲﾝﾄ","1.7"
"110","気象被害_日照不足","130","被害率_対前年差","N0002","東海農政局","2017000000","2017年","ﾎﾟｲﾝﾄ","1.8"
"110","気象被害_日照不足","130","被害率_対前年差","N0003","中国四国農政局","2017000000","2017年","ﾎﾟｲﾝﾄ","-0.7"
"120","気象被害_高温障害","100","被害面積","00000","全国","2017000000","2017年","ha","105300"
"120","気象被害_高温障害","100","被害面積","00042","北海道","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","N0010","都府県","2017000000","2017年","ha","105300"
"120","気象被害_高温障害","100","被害面積","00043","東北","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","00049","北陸","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","N0004","関東・東山","2017000000","2017年","ha","12200"
"120","気象被害_高温障害","100","被害面積","00050","東海","2017000000","2017年","ha","33700"
"120","気象被害_高温障害","100","被害面積","00051","近畿","2017000000","2017年","ha","14100"
"120","気象被害_高温障害","100","被害面積","00053","中国","2017000000","2017年","ha","17100"
"120","気象被害_高温障害","100","被害面積","00054","四国","2017000000","2017年","ha","12200"
"120","気象被害_高温障害","100","被害面積","00056","九州","2017000000","2017年","ha","16100"
"120","気象被害_高温障害","100","被害面積","00057","沖縄","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","01000","北海道","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","02000","青森県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","03000","岩手県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","04000","宮城県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","05000","秋田県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","06000","山形県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","07000","福島県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","08000","茨城県","2017000000","2017年","ha","3720"
"120","気象被害_高温障害","100","被害面積","09000","栃木県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","10000","群馬県","2017000000","2017年","ha","315"
"120","気象被害_高温障害","100","被害面積","11000","埼玉県","2017000000","2017年","ha","1000"
"120","気象被害_高温障害","100","被害面積","12000","千葉県","2017000000","2017年","ha","5100"
"120","気象被害_高温障害","100","被害面積","13000","東京都","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","14000","神奈川県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","15000","新潟県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","16000","富山県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","17000","石川県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","18000","福井県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","19000","山梨県","2017000000","2017年","ha","100"
"120","気象被害_高温障害","100","被害面積","20000","長野県","2017000000","2017年","ha","1920"
"120","気象被害_高温障害","100","被害面積","21000","岐阜県","2017000000","2017年","ha","3110"
"120","気象被害_高温障害","100","被害面積","22000","静岡県","2017000000","2017年","ha","4240"
"120","気象被害_高温障害","100","被害面積","23000","愛知県","2017000000","2017年","ha","7620"
"120","気象被害_高温障害","100","被害面積","24000","三重県","2017000000","2017年","ha","18700"
"120","気象被害_高温障害","100","被害面積","25000","滋賀県","2017000000","2017年","ha","9240"
"120","気象被害_高温障害","100","被害面積","26000","京都府","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","27000","大阪府","2017000000","2017年","ha","800"
"120","気象被害_高温障害","100","被害面積","28000","兵庫県","2017000000","2017年","ha","1820"
"120","気象被害_高温障害","100","被害面積","29000","奈良県","2017000000","2017年","ha","52"
"120","気象被害_高温障害","100","被害面積","30000","和歌山県","2017000000","2017年","ha","2160"
"120","気象被害_高温障害","100","被害面積","31000","鳥取県","2017000000","2017年","ha","1650"
"120","気象被害_高温障害","100","被害面積","32000","島根県","2017000000","2017年","ha","10600"
"120","気象被害_高温障害","100","被害面積","33000","岡山県","2017000000","2017年","ha","3500"
"120","気象被害_高温障害","100","被害面積","34000","広島県","2017000000","2017年","ha","474"
"120","気象被害_高温障害","100","被害面積","35000","山口県","2017000000","2017年","ha","830"
"120","気象被害_高温障害","100","被害面積","36000","徳島県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","37000","香川県","2017000000","2017年","ha","6210"
"120","気象被害_高温障害","100","被害面積","38000","愛媛県","2017000000","2017年","ha","2780"
"120","気象被害_高温障害","100","被害面積","39000","高知県","2017000000","2017年","ha","3230"
"120","気象被害_高温障害","100","被害面積","40000","福岡県","2017000000","2017年","ha","9160"
"120","気象被害_高温障害","100","被害面積","41000","佐賀県","2017000000","2017年","ha","2400"
"120","気象被害_高温障害","100","被害面積","42000","長崎県","2017000000","2017年","ha","110"
"120","気象被害_高温障害","100","被害面積","43000","熊本県","2017000000","2017年","ha","100"
"120","気象被害_高温障害","100","被害面積","44000","大分県","2017000000","2017年","ha","4060"
"120","気象被害_高温障害","100","被害面積","45000","宮崎県","2017000000","2017年","ha","92"
"120","気象被害_高温障害","100","被害面積","46000","鹿児島県","2017000000","2017年","ha","189"
"120","気象被害_高温障害","100","被害面積","47000","沖縄県","2017000000","2017年","ha","－"
"120","気象被害_高温障害","100","被害面積","N0001","関東農政局","2017000000","2017年","ha","16400"
"120","気象被害_高温障害","100","被害面積","N0002","東海農政局","2017000000","2017年","ha","29400"
"120","気象被害_高温障害","100","被害面積","N0003","中国四国農政局","2017000000","2017年","ha","29300"
"120","気象被害_高温障害","110","被害量","00000","全国","2017000000","2017年","ｔ","11800"
"120","気象被害_高温障害","110","被害量","00042","北海道","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","N0010","都府県","2017000000","2017年","ｔ","11800"
"120","気象被害_高温障害","110","被害量","00043","東北","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","00049","北陸","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","N0004","関東・東山","2017000000","2017年","ｔ","2400"
"120","気象被害_高温障害","110","被害量","00050","東海","2017000000","2017年","ｔ","4090"
"120","気象被害_高温障害","110","被害量","00051","近畿","2017000000","2017年","ｔ","1390"
"120","気象被害_高温障害","110","被害量","00053","中国","2017000000","2017年","ｔ","1940"
"120","気象被害_高温障害","110","被害量","00054","四国","2017000000","2017年","ｔ","607"
"120","気象被害_高温障害","110","被害量","00056","九州","2017000000","2017年","ｔ","1410"
"120","気象被害_高温障害","110","被害量","00057","沖縄","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","01000","北海道","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","02000","青森県","2017000000","2017年","ｔ","－"
"120","気象被害_高温障害","110","被害量","03000","岩手県","2017000000","2017年","ｔ","－"
