"cat01_code","(F002-30-1-011)被害項目","cat02_code","(F002-30-1-012)被害量","cat03_code","(F002-30-2-006)全国農業地域別・都道府県","unit","value"
"001","被害面積","006","虫害_カメムシ","033","(都道府県)_岐阜","ha","2890"
"001","被害面積","006","虫害_カメムシ","034","(都道府県)_静岡","ha","3950"
"001","被害面積","006","虫害_カメムシ","035","(都道府県)_愛知","ha","4760"
"001","被害面積","006","虫害_カメムシ","036","(都道府県)_三重","ha","2490"
"001","被害面積","006","虫害_カメムシ","037","(都道府県)_滋賀","ha","2700"
"001","被害面積","006","虫害_カメムシ","038","(都道府県)_京都","ha","579"
"001","被害面積","006","虫害_カメムシ","039","(都道府県)_大阪","ha","240"
"001","被害面積","006","虫害_カメムシ","040","(都道府県)_兵庫","ha","2370"
"001","被害面積","006","虫害_カメムシ","041","(都道府県)_奈良","ha","260"
"001","被害面積","006","虫害_カメムシ","042","(都道府県)_和歌山","ha","810"
"001","被害面積","006","虫害_カメムシ","043","(都道府県)_鳥取","ha","897"
"001","被害面積","006","虫害_カメムシ","044","(都道府県)_島根","ha","820"
"001","被害面積","006","虫害_カメムシ","045","(都道府県)_岡山","ha","1900"
"001","被害面積","006","虫害_カメムシ","046","(都道府県)_広島","ha","749"
"001","被害面積","006","虫害_カメムシ","047","(都道府県)_山口","ha","1430"
"001","被害面積","006","虫害_カメムシ","048","(都道府県)_徳島","ha","3200"
"001","被害面積","006","虫害_カメムシ","049","(都道府県)_香川","ha","2300"
"001","被害面積","006","虫害_カメムシ","050","(都道府県)_愛媛","ha","3610"
"001","被害面積","006","虫害_カメムシ","051","(都道府県)_高知","ha","4370"
"001","被害面積","006","虫害_カメムシ","052","(都道府県)_福岡","ha","1420"
"001","被害面積","006","虫害_カメムシ","053","(都道府県)_佐賀","ha","598"
"001","被害面積","006","虫害_カメムシ","054","(都道府県)_長崎","ha","590"
"001","被害面積","006","虫害_カメムシ","055","(都道府県)_熊本","ha","790"
"001","被害面積","006","虫害_カメムシ","056","(都道府県)_大分","ha","974"
"001","被害面積","006","虫害_カメムシ","057","(都道府県)_宮崎","ha","2590"
"001","被害面積","006","虫害_カメムシ","058","(都道府県)_鹿児島","ha","3720"
"001","被害面積","006","虫害_カメムシ","059","(都道府県)_沖縄","ha","－"
"001","被害面積","006","虫害_カメムシ","060","関東農政局","ha","27900"
"001","被害面積","006","虫害_カメムシ","061","東海農政局","ha","10100"
"001","被害面積","006","虫害_カメムシ","062","中国四国農政局","ha","19300"
"002","被害量","001","気象被害_冷害","001","全国","ｔ","36400"
"002","被害量","001","気象被害_冷害","002","(全国農業地域)_北海道","ｔ","34600"
"002","被害量","001","気象被害_冷害","003","(全国農業地域)_都府県","ｔ","1780"
"002","被害量","001","気象被害_冷害","004","(全国農業地域)_東北","ｔ","745"
"002","被害量","001","気象被害_冷害","005","(全国農業地域)_北陸","ｔ","－"
"002","被害量","001","気象被害_冷害","006","(全国農業地域)_関東・東山","ｔ","1030"
"002","被害量","001","気象被害_冷害","007","(全国農業地域)_東海","ｔ","－"
"002","被害量","001","気象被害_冷害","008","(全国農業地域)_近畿","ｔ","－"
"002","被害量","001","気象被害_冷害","009","(全国農業地域)_中国","ｔ","－"
"002","被害量","001","気象被害_冷害","010","(全国農業地域)_四国","ｔ","－"
"002","被害量","001","気象被害_冷害","011","(全国農業地域)_九州","ｔ","－"
"002","被害量","001","気象被害_冷害","012","(全国農業地域)_沖縄","ｔ","－"
"002","被害量","001","気象被害_冷害","013","(都道府県)_北海道","ｔ","34600"
"002","被害量","001","気象被害_冷害","014","(都道府県)_青森","ｔ","348"
"002","被害量","001","気象被害_冷害","015","(都道府県)_岩手","ｔ","397"
"002","被害量","001","気象被害_冷害","016","(都道府県)_宮城","ｔ","－"
"002","被害量","001","気象被害_冷害","017","(都道府県)_秋田","ｔ","－"
"002","被害量","001","気象被害_冷害","018","(都道府県)_山形","ｔ","－"
"002","被害量","001","気象被害_冷害","019","(都道府県)_福島","ｔ","－"
"002","被害量","001","気象被害_冷害","020","(都道府県)_茨城","ｔ","－"
"002","被害量","001","気象被害_冷害","021","(都道府県)_栃木","ｔ","－"
"002","被害量","001","気象被害_冷害","022","(都道府県)_群馬","ｔ","4"
"002","被害量","001","気象被害_冷害","023","(都道府県)_埼玉","ｔ","－"
"002","被害量","001","気象被害_冷害","024","(都道府県)_千葉","ｔ","－"
"002","被害量","001","気象被害_冷害","025","(都道府県)_東京","ｔ","－"
"002","被害量","001","気象被害_冷害","026","(都道府県)_神奈川","ｔ","－"
"002","被害量","001","気象被害_冷害","027","(都道府県)_新潟","ｔ","－"
"002","被害量","001","気象被害_冷害","028","(都道府県)_富山","ｔ","－"
"002","被害量","001","気象被害_冷害","029","(都道府県)_石川","ｔ","－"
"002","被害量","001","気象被害_冷害","030","(都道府県)_福井","ｔ","－"
"002","被害量","001","気象被害_冷害","031","(都道府県)_山梨","ｔ","120"
"002","被害量","001","気象被害_冷害","032","(都道府県)_長野","ｔ","906"
"002","被害量","001","気象被害_冷害","033","(都道府県)_岐阜","ｔ","－"
"002","被害量","001","気象被害_冷害","034","(都道府県)_静岡","ｔ","－"
"002","被害量","001","気象被害_冷害","035","(都道府県)_愛知","ｔ","－"
"002","被害量","001","気象被害_冷害","036","(都道府県)_三重","ｔ","－"
"002","被害量","001","気象被害_冷害","037","(都道府県)_滋賀","ｔ","－"
"002","被害量","001","気象被害_冷害","038","(都道府県)_京都","ｔ","－"
"002","被害量","001","気象被害_冷害","039","(都道府県)_大阪","ｔ","－"
"002","被害量","001","気象被害_冷害","040","(都道府県)_兵庫","ｔ","－"
"002","被害量","001","気象被害_冷害","041","(都道府県)_奈良","ｔ","－"
"002","被害量","001","気象被害_冷害","042","(都道府県)_和歌山","ｔ","－"
"002","被害量","001","気象被害_冷害","043","(都道府県)_鳥取","ｔ","－"
"002","被害量","001","気象被害_冷害","044","(都道府県)_島根","ｔ","－"
"002","被害量","001","気象被害_冷害","045","(都道府県)_岡山","ｔ","－"
"002","被害量","001","気象被害_冷害","046","(都道府県)_広島","ｔ","－"
"002","被害量","001","気象被害_冷害","047","(都道府県)_山口","ｔ","－"
"002","被害量","001","気象被害_冷害","048","(都道府県)_徳島","ｔ","－"
"002","被害量","001","気象被害_冷害","049","(都道府県)_香川","ｔ","－"
"002","被害量","001","気象被害_冷害","050","(都道府県)_愛媛","ｔ","－"
"002","被害量","001","気象被害_冷害","051","(都道府県)_高知","ｔ","－"
"002","被害量","001","気象被害_冷害","052","(都道府県)_福岡","ｔ","－"
"002","被害量","001","気象被害_冷害","053","(都道府県)_佐賀","ｔ","－"
"002","被害量","001","気象被害_冷害","054","(都道府県)_長崎","ｔ","－"
"002","被害量","001","気象被害_冷害","055","(都道府県)_熊本","ｔ","－"
"002","被害量","001","気象被害_冷害","056","(都道府県)_大分","ｔ","－"
"002","被害量","001","気象被害_冷害","057","(都道府県)_宮崎","ｔ","－"
"002","被害量","001","気象被害_冷害","058","(都道府県)_鹿児島","ｔ","－"
"002","被害量","001","気象被害_冷害","059","(都道府県)_沖縄","ｔ","－"
"002","被害量","001","気象被害_冷害","060","関東農政局","ｔ","1030"
"002","被害量","001","気象被害_冷害","061","東海農政局","ｔ","－"
"002","被害量","001","気象被害_冷害","062","中国四国農政局","ｔ","－"
"002","被害量","002","気象被害_日照不足","001","全国","ｔ","251500"
"002","被害量","002","気象被害_日照不足","002","(全国農業地域)_北海道","ｔ","63000"
"002","被害量","002","気象被害_日照不足","003","(全国農業地域)_都府県","ｔ","188500"
"002","被害量","002","気象被害_日照不足","004","(全国農業地域)_東北","ｔ","97300"
"002","被害量","002","気象被害_日照不足","005","(全国農業地域)_北陸","ｔ","18300"
"002","被害量","002","気象被害_日照不足","006","(全国農業地域)_関東・東山","ｔ","13400"
"002","被害量","002","気象被害_日照不足","007","(全国農業地域)_東海","ｔ","7860"
"002","被害量","002","気象被害_日照不足","008","(全国農業地域)_近畿","ｔ","12200"
"002","被害量","002","気象被害_日照不足","009","(全国農業地域)_中国","ｔ","9060"
"002","被害量","002","気象被害_日照不足","010","(全国農業地域)_四国","ｔ","6770"
"002","被害量","002","気象被害_日照不足","011","(全国農業地域)_九州","ｔ","23600"
"002","被害量","002","気象被害_日照不足","012","(全国農業地域)_沖縄","ｔ","－"
"002","被害量","002","気象被害_日照不足","013","(都道府県)_北海道","ｔ","63000"
"002","被害量","002","気象被害_日照不足","014","(都道府県)_青森","ｔ","11400"
"002","被害量","002","気象被害_日照不足","015","(都道府県)_岩手","ｔ","13900"
"002","被害量","002","気象被害_日照不足","016","(都道府県)_宮城","ｔ","15300"
"002","被害量","002","気象被害_日照不足","017","(都道府県)_秋田","ｔ","26400"
"002","被害量","002","気象被害_日照不足","018","(都道府県)_山形","ｔ","24500"
"002","被害量","002","気象被害_日照不足","019","(都道府県)_福島","ｔ","5800"
"002","被害量","002","気象被害_日照不足","020","(都道府県)_茨城","ｔ","3750"
"002","被害量","002","気象被害_日照不足","021","(都道府県)_栃木","ｔ","1100"
"002","被害量","002","気象被害_日照不足","022","(都道府県)_群馬","ｔ","1410"
"002","被害量","002","気象被害_日照不足","023","(都道府県)_埼玉","ｔ","3600"
"002","被害量","002","気象被害_日照不足","024","(都道府県)_千葉","ｔ","880"
"002","被害量","002","気象被害_日照不足","025","(都道府県)_東京","ｔ","－"
"002","被害量","002","気象被害_日照不足","026","(都道府県)_神奈川","ｔ","164"
"002","被害量","002","気象被害_日照不足","027","(都道府県)_新潟","ｔ","17600"
"002","被害量","002","気象被害_日照不足","028","(都道府県)_富山","ｔ","378"
"002","被害量","002","気象被害_日照不足","029","(都道府県)_石川","ｔ","125"
"002","被害量","002","気象被害_日照不足","030","(都道府県)_福井","ｔ","165"
"002","被害量","002","気象被害_日照不足","031","(都道府県)_山梨","ｔ","150"
"002","被害量","002","気象被害_日照不足","032","(都道府県)_長野","ｔ","2380"
"002","被害量","002","気象被害_日照不足","033","(都道府県)_岐阜","ｔ","2360"
"002","被害量","002","気象被害_日照不足","034","(都道府県)_静岡","ｔ","2630"
"002","被害量","002","気象被害_日照不足","035","(都道府県)_愛知","ｔ","2870"
"002","被害量","002","気象被害_日照不足","036","(都道府県)_三重","ｔ","－"
"002","被害量","002","気象被害_日照不足","037","(都道府県)_滋賀","ｔ","2730"
"002","被害量","002","気象被害_日照不足","038","(都道府県)_京都","ｔ","2960"
"002","被害量","002","気象被害_日照不足","039","(都道府県)_大阪","ｔ","460"
"002","被害量","002","気象被害_日照不足","040","(都道府県)_兵庫","ｔ","5670"
"002","被害量","002","気象被害_日照不足","041","(都道府県)_奈良","ｔ","279"
"002","被害量","002","気象被害_日照不足","042","(都道府県)_和歌山","ｔ","123"
"002","被害量","002","気象被害_日照不足","043","(都道府県)_鳥取","ｔ","2980"
"002","被害量","002","気象被害_日照不足","044","(都道府県)_島根","ｔ","690"
"002","被害量","002","気象被害_日照不足","045","(都道府県)_岡山","ｔ","3910"
"002","被害量","002","気象被害_日照不足","046","(都道府県)_広島","ｔ","726"
"002","被害量","002","気象被害_日照不足","047","(都道府県)_山口","ｔ","758"
"002","被害量","002","気象被害_日照不足","048","(都道府県)_徳島","ｔ","1130"
"002","被害量","002","気象被害_日照不足","049","(都道府県)_香川","ｔ","3100"
"002","被害量","002","気象被害_日照不足","050","(都道府県)_愛媛","ｔ","842"
"002","被害量","002","気象被害_日照不足","051","(都道府県)_高知","ｔ","1700"
"002","被害量","002","気象被害_日照不足","052","(都道府県)_福岡","ｔ","1210"
"002","被害量","002","気象被害_日照不足","053","(都道府県)_佐賀","ｔ","2630"
"002","被害量","002","気象被害_日照不足","054","(都道府県)_長崎","ｔ","1280"
"002","被害量","002","気象被害_日照不足","055","(都道府県)_熊本","ｔ","5960"
"002","被害量","002","気象被害_日照不足","056","(都道府県)_大分","ｔ","4640"
"002","被害量","002","気象被害_日照不足","057","(都道府県)_宮崎","ｔ","5800"
"002","被害量","002","気象被害_日照不足","058","(都道府県)_鹿児島","ｔ","2070"
"002","被害量","002","気象被害_日照不足","059","(都道府県)_沖縄","ｔ","－"
"002","被害量","002","気象被害_日照不足","060","関東農政局","ｔ","16100"
"002","被害量","002","気象被害_日照不足","061","東海農政局","ｔ","5230"
"002","被害量","002","気象被害_日照不足","062","中国四国農政局","ｔ","15800"
"002","被害量","003","気象被害_高温障害","001","全国","ｔ","94300"
"002","被害量","003","気象被害_高温障害","002","(全国農業地域)_北海道","ｔ","－"
"002","被害量","003","気象被害_高温障害","003","(全国農業地域)_都府県","ｔ","94300"
"002","被害量","003","気象被害_高温障害","004","(全国農業地域)_東北","ｔ","20200"
"002","被害量","003","気象被害_高温障害","005","(全国農業地域)_北陸","ｔ","17000"
"002","被害量","003","気象被害_高温障害","006","(全国農業地域)_関東・東山","ｔ","31500"
"002","被害量","003","気象被害_高温障害","007","(全国農業地域)_東海","ｔ","10400"
"002","被害量","003","気象被害_高温障害","008","(全国農業地域)_近畿","ｔ","2440"
"002","被害量","003","気象被害_高温障害","009","(全国農業地域)_中国","ｔ","7010"
"002","被害量","003","気象被害_高温障害","010","(全国農業地域)_四国","ｔ","2270"
"002","被害量","003","気象被害_高温障害","011","(全国農業地域)_九州","ｔ","3330"
"002","被害量","003","気象被害_高温障害","012","(全国農業地域)_沖縄","ｔ","－"
"002","被害量","003","気象被害_高温障害","013","(都道府県)_北海道","ｔ","－"
"002","被害量","003","気象被害_高温障害","014","(都道府県)_青森","ｔ","－"
"002","被害量","003","気象被害_高温障害","015","(都道府県)_岩手","ｔ","－"
"002","被害量","003","気象被害_高温障害","016","(都道府県)_宮城","ｔ","332"
"002","被害量","003","気象被害_高温障害","017","(都道府県)_秋田","ｔ","644"
"002","被害量","003","気象被害_高温障害","018","(都道府県)_山形","ｔ","14400"
"002","被害量","003","気象被害_高温障害","019","(都道府県)_福島","ｔ","4870"
"002","被害量","003","気象被害_高温障害","020","(都道府県)_茨城","ｔ","15100"
"002","被害量","003","気象被害_高温障害","021","(都道府県)_栃木","ｔ","3750"
"002","被害量","003","気象被害_高温障害","022","(都道府県)_群馬","ｔ","617"
"002","被害量","003","気象被害_高温障害","023","(都道府県)_埼玉","ｔ","3000"
"002","被害量","003","気象被害_高温障害","024","(都道府県)_千葉","ｔ","5940"
"002","被害量","003","気象被害_高温障害","025","(都道府県)_東京","ｔ","－"
"002","被害量","003","気象被害_高温障害","026","(都道府県)_神奈川","ｔ","－"
"002","被害量","003","気象被害_高温障害","027","(都道府県)_新潟","ｔ","12900"
"002","被害量","003","気象被害_高温障害","028","(都道府県)_富山","ｔ","1410"
"002","被害量","003","気象被害_高温障害","029","(都道府県)_石川","ｔ","1300"
"002","被害量","003","気象被害_高温障害","030","(都道府県)_福井","ｔ","1400"
"002","被害量","003","気象被害_高温障害","031","(都道府県)_山梨","ｔ","380"
"002","被害量","003","気象被害_高温障害","032","(都道府県)_長野","ｔ","2720"
"002","被害量","003","気象被害_高温障害","033","(都道府県)_岐阜","ｔ","567"
"002","被害量","003","気象被害_高温障害","034","(都道府県)_静岡","ｔ","1480"
"002","被害量","003","気象被害_高温障害","035","(都道府県)_愛知","ｔ","2260"
"002","被害量","003","気象被害_高温障害","036","(都道府県)_三重","ｔ","6130"
"002","被害量","003","気象被害_高温障害","037","(都道府県)_滋賀","ｔ","1110"
"002","被害量","003","気象被害_高温障害","038","(都道府県)_京都","ｔ","0"
"002","被害量","003","気象被害_高温障害","039","(都道府県)_大阪","ｔ","60"
"002","被害量","003","気象被害_高温障害","040","(都道府県)_兵庫","ｔ","1020"
"002","被害量","003","気象被害_高温障害","041","(都道府県)_奈良","ｔ","50"
"002","被害量","003","気象被害_高温障害","042","(都道府県)_和歌山","ｔ","201"
"002","被害量","003","気象被害_高温障害","043","(都道府県)_鳥取","ｔ","770"
"002","被害量","003","気象被害_高温障害","044","(都道府県)_島根","ｔ","1840"
"002","被害量","003","気象被害_高温障害","045","(都道府県)_岡山","ｔ","1090"
"002","被害量","003","気象被害_高温障害","046","(都道府県)_広島","ｔ","2860"
"002","被害量","003","気象被害_高温障害","047","(都道府県)_山口","ｔ","450"
"002","被害量","003","気象被害_高温障害","048","(都道府県)_徳島","ｔ","614"
"002","被害量","003","気象被害_高温障害","049","(都道府県)_香川","ｔ","93"
"002","被害量","003","気象被害_高温障害","050","(都道府県)_愛媛","ｔ","1040"
"002","被害量","003","気象被害_高温障害","051","(都道府県)_高知","ｔ","523"
"002","被害量","003","気象被害_高温障害","052","(都道府県)_福岡","ｔ","521"
"002","被害量","003","気象被害_高温障害","053","(都道府県)_佐賀","ｔ","480"
"002","被害量","003","気象被害_高温障害","054","(都道府県)_長崎","ｔ","49"
"002","被害量","003","気象被害_高温障害","055","(都道府県)_熊本","ｔ","443"
"002","被害量","003","気象被害_高温障害","056","(都道府県)_大分","ｔ","639"
"002","被害量","003","気象被害_高温障害","057","(都道府県)_宮崎","ｔ","8"
"002","被害量","003","気象被害_高温障害","058","(都道府県)_鹿児島","ｔ","1190"
"002","被害量","003","気象被害_高温障害","059","(都道府県)_沖縄","ｔ","－"
"002","被害量","003","気象被害_高温障害","060","関東農政局","ｔ","33000"
"002","被害量","003","気象被害_高温障害","061","東海農政局","ｔ","8960"
"002","被害量","003","気象被害_高温障害","062","中国四国農政局","ｔ","9280"
"002","被害量","004","病害_いもち病","001","全国","ｔ","49100"
"002","被害量","004","病害_いもち病","002","(全国農業地域)_北海道","ｔ","318"
"002","被害量","004","病害_いもち病","003","(全国農業地域)_都府県","ｔ","48800"
"002","被害量","004","病害_いもち病","004","(全国農業地域)_東北","ｔ","10000"
"002","被害量","004","病害_いもち病","005","(全国農業地域)_北陸","ｔ","1100"
"002","被害量","004","病害_いもち病","006","(全国農業地域)_関東・東山","ｔ","11300"
"002","被害量","004","病害_いもち病","007","(全国農業地域)_東海","ｔ","4760"
"002","被害量","004","病害_いもち病","008","(全国農業地域)_近畿","ｔ","5760"
"002","被害量","004","病害_いもち病","009","(全国農業地域)_中国","ｔ","3260"
"002","被害量","004","病害_いもち病","010","(全国農業地域)_四国","ｔ","3000"
"002","被害量","004","病害_いもち病","011","(全国農業地域)_九州","ｔ","9560"
"002","被害量","004","病害_いもち病","012","(全国農業地域)_沖縄","ｔ","0"
"002","被害量","004","病害_いもち病","013","(都道府県)_北海道","ｔ","318"
"002","被害量","004","病害_いもち病","014","(都道府県)_青森","ｔ","87"
"002","被害量","004","病害_いもち病","015","(都道府県)_岩手","ｔ","1110"
"002","被害量","004","病害_いもち病","016","(都道府県)_宮城","ｔ","1870"
"002","被害量","004","病害_いもち病","017","(都道府県)_秋田","ｔ","4370"
"002","被害量","004","病害_いもち病","018","(都道府県)_山形","ｔ","1800"
"002","被害量","004","病害_いもち病","019","(都道府県)_福島","ｔ","767"
"002","被害量","004","病害_いもち病","020","(都道府県)_茨城","ｔ","1720"
"002","被害量","004","病害_いもち病","021","(都道府県)_栃木","ｔ","3400"
"002","被害量","004","病害_いもち病","022","(都道府県)_群馬","ｔ","840"
"002","被害量","004","病害_いもち病","023","(都道府県)_埼玉","ｔ","400"
"002","被害量","004","病害_いもち病","024","(都道府県)_千葉","ｔ","2970"
"002","被害量","004","病害_いもち病","025","(都道府県)_東京","ｔ","1"
"002","被害量","004","病害_いもち病","026","(都道府県)_神奈川","ｔ","－"
"002","被害量","004","病害_いもち病","027","(都道府県)_新潟","ｔ","910"
"002","被害量","004","病害_いもち病","028","(都道府県)_富山","ｔ","44"
"002","被害量","004","病害_いもち病","029","(都道府県)_石川","ｔ","40"
"002","被害量","004","病害_いもち病","030","(都道府県)_福井","ｔ","110"
"002","被害量","004","病害_いもち病","031","(都道府県)_山梨","ｔ","380"
"002","被害量","004","病害_いもち病","032","(都道府県)_長野","ｔ","1610"
"002","被害量","004","病害_いもち病","033","(都道府県)_岐阜","ｔ","2090"
"002","被害量","004","病害_いもち病","034","(都道府県)_静岡","ｔ","576"
"002","被害量","004","病害_いもち病","035","(都道府県)_愛知","ｔ","1550"
"002","被害量","004","病害_いもち病","036","(都道府県)_三重","ｔ","546"
"002","被害量","004","病害_いもち病","037","(都道府県)_滋賀","ｔ","3610"
"002","被害量","004","病害_いもち病","038","(都道府県)_京都","ｔ","91"
"002","被害量","004","病害_いもち病","039","(都道府県)_大阪","ｔ","350"
"002","被害量","004","病害_いもち病","040","(都道府県)_兵庫","ｔ","300"
"002","被害量","004","病害_いもち病","041","(都道府県)_奈良","ｔ","1200"
"002","被害量","004","病害_いもち病","042","(都道府県)_和歌山","ｔ","205"
"002","被害量","004","病害_いもち病","043","(都道府県)_鳥取","ｔ","407"
"002","被害量","004","病害_いもち病","044","(都道府県)_島根","ｔ","201"
"002","被害量","004","病害_いもち病","045","(都道府県)_岡山","ｔ","1270"
"002","被害量","004","病害_いもち病","046","(都道府県)_広島","ｔ","819"
"002","被害量","004","病害_いもち病","047","(都道府県)_山口","ｔ","560"
"002","被害量","004","病害_いもち病","048","(都道府県)_徳島","ｔ","558"
"002","被害量","004","病害_いもち病","049","(都道府県)_香川","ｔ","900"
"002","被害量","004","病害_いもち病","050","(都道府県)_愛媛","ｔ","415"
"002","被害量","004","病害_いもち病","051","(都道府県)_高知","ｔ","1130"
"002","被害量","004","病害_いもち病","052","(都道府県)_福岡","ｔ","462"
"002","被害量","004","病害_いもち病","053","(都道府県)_佐賀","ｔ","314"
"002","被害量","004","病害_いもち病","054","(都道府県)_長崎","ｔ","265"
"002","被害量","004","病害_いもち病","055","(都道府県)_熊本","ｔ","1580"
"002","被害量","004","病害_いもち病","056","(都道府県)_大分","ｔ","1680"
"002","被害量","004","病害_いもち病","057","(都道府県)_宮崎","ｔ","2470"
"002","被害量","004","病害_いもち病","058","(都道府県)_鹿児島","ｔ","2790"
"002","被害量","004","病害_いもち病","059","(都道府県)_沖縄","ｔ","0"
"002","被害量","004","病害_いもち病","060","関東農政局","ｔ","11900"
"002","被害量","004","病害_いもち病","061","東海農政局","ｔ","4190"
"002","被害量","004","病害_いもち病","062","中国四国農政局","ｔ","6260"
"002","被害量","005","虫害_ウンカ","001","全国","ｔ","6500"
"002","被害量","005","虫害_ウンカ","002","(全国農業地域)_北海道","ｔ","45"
"002","被害量","005","虫害_ウンカ","003","(全国農業地域)_都府県","ｔ","6460"
"002","被害量","005","虫害_ウンカ","004","(全国農業地域)_東北","ｔ","257"
"002","被害量","005","虫害_ウンカ","005","(全国農業地域)_北陸","ｔ","99"
"002","被害量","005","虫害_ウンカ","006","(全国農業地域)_関東・東山","ｔ","1740"
"002","被害量","005","虫害_ウンカ","007","(全国農業地域)_東海","ｔ","623"
"002","被害量","005","虫害_ウンカ","008","(全国農業地域)_近畿","ｔ","818"
"002","被害量","005","虫害_ウンカ","009","(全国農業地域)_中国","ｔ","726"
"002","被害量","005","虫害_ウンカ","010","(全国農業地域)_四国","ｔ","295"
"002","被害量","005","虫害_ウンカ","011","(全国農業地域)_九州","ｔ","1900"
"002","被害量","005","虫害_ウンカ","012","(全国農業地域)_沖縄","ｔ","－"
"002","被害量","005","虫害_ウンカ","013","(都道府県)_北海道","ｔ","45"
"002","被害量","005","虫害_ウンカ","014","(都道府県)_青森","ｔ","41"
"002","被害量","005","虫害_ウンカ","015","(都道府県)_岩手","ｔ","1"
"002","被害量","005","虫害_ウンカ","016","(都道府県)_宮城","ｔ","2"
"002","被害量","005","虫害_ウンカ","017","(都道府県)_秋田","ｔ","39"
"002","被害量","005","虫害_ウンカ","018","(都道府県)_山形","ｔ","141"
"002","被害量","005","虫害_ウンカ","019","(都道府県)_福島","ｔ","33"
"002","被害量","005","虫害_ウンカ","020","(都道府県)_茨城","ｔ","116"
"002","被害量","005","虫害_ウンカ","021","(都道府県)_栃木","ｔ","490"
"002","被害量","005","虫害_ウンカ","022","(都道府県)_群馬","ｔ","291"
"002","被害量","005","虫害_ウンカ","023","(都道府県)_埼玉","ｔ","600"
"002","被害量","005","虫害_ウンカ","024","(都道府県)_千葉","ｔ","11"
"002","被害量","005","虫害_ウンカ","025","(都道府県)_東京","ｔ","0"
"002","被害量","005","虫害_ウンカ","026","(都道府県)_神奈川","ｔ","0"
"002","被害量","005","虫害_ウンカ","027","(都道府県)_新潟","ｔ","55"
"002","被害量","005","虫害_ウンカ","028","(都道府県)_富山","ｔ","4"
"002","被害量","005","虫害_ウンカ","029","(都道府県)_石川","ｔ","15"
"002","被害量","005","虫害_ウンカ","030","(都道府県)_福井","ｔ","25"
"002","被害量","005","虫害_ウンカ","031","(都道府県)_山梨","ｔ","15"
"002","被害量","005","虫害_ウンカ","032","(都道府県)_長野","ｔ","213"
"002","被害量","005","虫害_ウンカ","033","(都道府県)_岐阜","ｔ","267"
"002","被害量","005","虫害_ウンカ","034","(都道府県)_静岡","ｔ","165"
"002","被害量","005","虫害_ウンカ","035","(都道府県)_愛知","ｔ","123"
"002","被害量","005","虫害_ウンカ","036","(都道府県)_三重","ｔ","68"
"002","被害量","005","虫害_ウンカ","037","(都道府県)_滋賀","ｔ","454"
"002","被害量","005","虫害_ウンカ","038","(都道府県)_京都","ｔ","2"
"002","被害量","005","虫害_ウンカ","039","(都道府県)_大阪","ｔ","180"
"002","被害量","005","虫害_ウンカ","040","(都道府県)_兵庫","ｔ","17"
"002","被害量","005","虫害_ウンカ","041","(都道府県)_奈良","ｔ","50"
"002","被害量","005","虫害_ウンカ","042","(都道府県)_和歌山","ｔ","115"
"002","被害量","005","虫害_ウンカ","043","(都道府県)_鳥取","ｔ","12"
"002","被害量","005","虫害_ウンカ","044","(都道府県)_島根","ｔ","35"
"002","被害量","005","虫害_ウンカ","045","(都道府県)_岡山","ｔ","636"
"002","被害量","005","虫害_ウンカ","046","(都道府県)_広島","ｔ","23"
"002","被害量","005","虫害_ウンカ","047","(都道府県)_山口","ｔ","20"
"002","被害量","005","虫害_ウンカ","048","(都道府県)_徳島","ｔ","47"
"002","被害量","005","虫害_ウンカ","049","(都道府県)_香川","ｔ","160"
"002","被害量","005","虫害_ウンカ","050","(都道府県)_愛媛","ｔ","58"
"002","被害量","005","虫害_ウンカ","051","(都道府県)_高知","ｔ","30"
"002","被害量","005","虫害_ウンカ","052","(都道府県)_福岡","ｔ","121"
"002","被害量","005","虫害_ウンカ","053","(都道府県)_佐賀","ｔ","38"
"002","被害量","005","虫害_ウンカ","054","(都道府県)_長崎","ｔ","33"
"002","被害量","005","虫害_ウンカ","055","(都道府県)_熊本","ｔ","185"
"002","被害量","005","虫害_ウンカ","056","(都道府県)_大分","ｔ","27"
"002","被害量","005","虫害_ウンカ","057","(都道府県)_宮崎","ｔ","430"
"002","被害量","005","虫害_ウンカ","058","(都道府県)_鹿児島","ｔ","1070"
"002","被害量","005","虫害_ウンカ","059","(都道府県)_沖縄","ｔ","－"
"002","被害量","005","虫害_ウンカ","060","関東農政局","ｔ","1900"
"002","被害量","005","虫害_ウンカ","061","東海農政局","ｔ","458"
"002","被害量","005","虫害_ウンカ","062","中国四国農政局","ｔ","1020"
"002","被害量","006","虫害_カメムシ","001","全国","ｔ","12800"
"002","被害量","006","虫害_カメムシ","002","(全国農業地域)_北海道","ｔ","127"
"002","被害量","006","虫害_カメムシ","003","(全国農業地域)_都府県","ｔ","12600"
"002","被害量","006","虫害_カメムシ","004","(全国農業地域)_東北","ｔ","1670"
"002","被害量","006","虫害_カメムシ","005","(全国農業地域)_北陸","ｔ","405"
"002","被害量","006","虫害_カメムシ","006","(全国農業地域)_関東・東山","ｔ","4520"
"002","被害量","006","虫害_カメムシ","007","(全国農業地域)_東海","ｔ","1690"
"002","被害量","006","虫害_カメムシ","008","(全国農業地域)_近畿","ｔ","717"
"002","被害量","006","虫害_カメムシ","009","(全国農業地域)_中国","ｔ","864"
"002","被害量","006","虫害_カメムシ","010","(全国農業地域)_四国","ｔ","1250"
