,date,降水量_香川
854,2022-05-04,0.0
855,2022-05-05,4.32415729792518
856,2022-05-06,0.0
857,2022-05-07,0.0
858,2022-05-08,0.0
859,2022-05-09,0.0
860,2022-05-10,3.567220900092832
861,2022-05-11,0.9146743929413048
862,2022-05-12,16.872263411815407
863,2022-05-13,25.215637356289527
864,2022-05-14,0.2848062106233687
865,2022-05-15,3.5557781812210028
866,2022-05-16,0.43159200128888253
867,2022-05-17,1.4737154801058716
868,2022-05-18,0.0
869,2022-05-19,0.9402385271070951
870,2022-05-20,3.485750106692404
871,2022-05-21,0.0
872,2022-05-22,0.0
873,2022-05-23,0.0
874,2022-05-24,0.0
875,2022-05-25,0.0
876,2022-05-26,19.61736860770404
877,2022-05-27,0.0
878,2022-05-28,0.0
879,2022-05-29,0.0
880,2022-05-30,0.0
881,2022-05-31,0.0
882,2022-06-01,3.7552529170694338
883,2022-06-02,0.0
884,2022-06-03,0.0
885,2022-06-04,0.14669337606322416
886,2022-06-05,10.04362396300512
887,2022-06-06,0.0
888,2022-06-07,0.0
889,2022-06-08,0.0
890,2022-06-09,0.0
891,2022-06-10,20.698420442074557
892,2022-06-11,5.1224489407578835
893,2022-06-12,0.0
894,2022-06-13,6.830384517092737
895,2022-06-14,3.2641413506033543
896,2022-06-15,1.9682040655855133
897,2022-06-16,0.12936674709311996
898,2022-06-17,0.652249255110394
899,2022-06-18,0.19600469638657267
900,2022-06-19,0.3821794092206689
901,2022-06-20,12.920699675698492
902,2022-06-21,11.617875541216273
903,2022-06-22,0.0
904,2022-06-23,0.0
905,2022-06-24,0.0
906,2022-06-25,3.6539804826023166
907,2022-06-26,0.0
908,2022-06-27,2.2161645478463154
909,2022-06-28,0.0
910,2022-06-29,0.0
911,2022-06-30,0.09034082313692596
912,2022-07-01,0.0
913,2022-07-02,0.0
914,2022-07-03,11.001729369612006
915,2022-07-04,17.487967854966968
916,2022-07-05,0.0
917,2022-07-06,0.0
918,2022-07-07,0.0
919,2022-07-08,0.0
920,2022-07-09,0.0
921,2022-07-10,0.0
922,2022-07-11,0.0
923,2022-07-12,0.0
924,2022-07-13,5.208589385917439
925,2022-07-14,1.5782882670337226
926,2022-07-15,20.49106714580183
927,2022-07-16,7.299312421843197
928,2022-07-17,14.788030969549427
929,2022-07-18,31.369669550428537
930,2022-07-19,17.331335210549014
931,2022-07-20,0.0
932,2022-07-21,0.0
933,2022-07-22,0.0
934,2022-07-23,0.0
935,2022-07-24,0.0
936,2022-07-25,0.0
937,2022-07-26,0.0
938,2022-07-27,17.421600342514463
939,2022-07-28,0.0
940,2022-07-29,1.2078001407683567
941,2022-07-30,0.0
942,2022-07-31,0.0
