,hanjun_start,積算温度_福建省_1半旬前,積算温度_福建省_2半旬前,積算温度_福建省_3半旬前,積算温度_福建省_4半旬前,積算温度_福建省_5半旬前,積算温度_福建省_6半旬前,積算温度_福建省_7半旬前,積算温度_福建省_8半旬前,積算温度_福建省_9半旬前,積算温度_福建省_10半旬前,積算温度_福建省_11半旬前,積算温度_福建省_12半旬前,積算温度_福建省_13半旬前,積算温度_福建省_14半旬前,積算温度_福建省_15半旬前,積算温度_福建省_16半旬前,積算温度_福建省_17半旬前,積算温度_福建省_18半旬前
120,2021-09-01,95.66575603032408,77.71388805296435,78.04988509590987,103.1566925605021,78.7218791818009,88.41998103567937,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728,86.31544225411182,100.38581443726656,107.44534344187602,104.59339465241338,101.74144586295073
121,2021-09-06,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728,90.03980976884192,98.19483066138977,107.44534344187602,104.59339465241338
122,2021-09-11,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728,88.94431788090353,98.19483066138977,107.44534344187602
123,2021-09-16,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728,88.94431788090353,98.19483066138977
124,2021-09-21,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728,88.94431788090353
125,2021-09-26,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123,79.69380510041728
126,2021-10-01,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921,103.71610110056123
127,2021-10-06,96.45315871817024,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031,105.90358086965921
128,2021-10-11,76.2667194500233,96.45315871817024,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585,97.97151978229031
129,2021-10-16,71.03865954346794,76.2667194500233,96.45315871817024,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768,100.29469982005585
130,2021-10-21,53.865334047526396,71.03865954346794,76.2667194500233,96.45315871817024,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,90.43529030673322,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493,122.85824296863768
131,2021-10-26,62.574926301998154,53.865334047526396,71.03865954346794,76.2667194500233,96.45315871817024,98.55279703459951,95.26817706494298,88.1046537092802,83.63827129337555,98.2283611961385,98.57841677456499,95.66575603032408,77.71388805296435,96.8747172689649,103.1566925605021,78.7218791818009,100.08662924607292,121.45137931034493
132,2021-11-01,62.55183669214117,71.72466494459434,53.865334047526396,71.03865954346794,81.80466598933207,94.7005952380954,95.27890006833569,93.34489754172078,95.18889638181575,83.63827129337555,98.2283611961385,99.68236384435032,94.87142941611252,90.5927419774277,96.8747172689649,103.1566925605021,78.7218791818009,100.08662924607292
133,2021-11-06,70.53357837029671,62.55183669214117,71.72466494459434,53.865334047526396,71.03865954346794,81.80466598933207,94.7005952380954,95.27890006833569,93.34489754172078,95.18889638181575,83.63827129337555,98.2283611961385,99.68236384435032,94.87142941611252,90.5927419774277,96.8747172689649,103.1566925605021,78.7218791818009
134,2021-11-11,67.26182024169199,70.53357837029671,62.55183669214117,71.72466494459434,53.865334047526396,71.03865954346794,81.80466598933207,94.7005952380954,95.27890006833569,93.34489754172078,95.18889638181575,83.63827129337555,98.2283611961385,99.68236384435032,94.87142941611252,90.5927419774277,96.8747172689649,103.1566925605021
