,hanjun_start,積算温度_1半旬前,積算温度_2半旬前,積算温度_3半旬前,積算温度_4半旬前,積算温度_5半旬前,積算温度_6半旬前,積算温度_7半旬前,積算温度_8半旬前,積算温度_9半旬前,積算温度_10半旬前,積算温度_11半旬前,積算温度_12半旬前
106,2022-05-21,56.09652919438463,78.8494510922873,72.95795955260023,66.40843227407116,81.87440025874349,74.81814287234616,59.35690411902176,77.47226089684413,69.90809821242756,55.45951056584105,54.917785487991154,71.56955287741219
107,2022-05-26,67.34186783354738,56.09652919438463,78.8494510922873,72.95795955260023,66.40843227407116,81.87440025874349,74.81814287234616,59.35690411902176,77.47226089684413,69.90809821242756,55.45951056584105,54.917785487991154
108,2022-06-01,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053,80.25014568511067,56.181859349374015,73.26415995905906,72.4838237194688,56.53066078810313
109,2022-06-06,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053,80.25014568511067,56.181859349374015,73.26415995905906,72.4838237194688
110,2022-06-11,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053,80.25014568511067,56.181859349374015,73.26415995905906
111,2022-06-16,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053,80.25014568511067,56.181859349374015
112,2022-06-21,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053,80.25014568511067
113,2022-06-26,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027,82.46956892693053
114,2022-07-01,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283,66.41164444015027
115,2022-07-06,73.07977746996872,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135,69.68077099327283
116,2022-07-11,79.39437687123129,73.07977746996872,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734,56.712410543767135
117,2022-07-16,80.69271815171153,79.39437687123129,73.07977746996872,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486,60.146410796444734
118,2022-07-21,77.98315634810294,80.69271815171153,79.39437687123129,73.07977746996872,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087,68.3739921759486
119,2022-07-26,83.71690726410644,77.98315634810294,80.69271815171153,79.39437687123129,73.07977746996872,83.20942564034738,82.85440982563362,79.95503138405259,72.5811881759049,81.56792963909743,73.31393240166042,70.08178115511087
120,2022-08-01,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096,82.12462259808021,80.63184765127487,73.34876763071064,82.98166536665518,68.65319570078444
121,2022-08-06,86.6231460546683,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096,82.12462259808021,80.63184765127487,73.34876763071064,82.98166536665518
122,2022-08-11,79.29263486492314,86.6231460546683,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096,82.12462259808021,80.63184765127487,73.34876763071064
123,2022-08-16,83.10992882631002,79.29263486492314,86.6231460546683,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096,82.12462259808021,80.63184765127487
124,2022-08-21,83.08671795415104,83.10992882631002,79.29263486492314,86.6231460546683,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096,82.12462259808021
125,2022-08-26,85.20266059353702,83.08671795415104,83.10992882631002,79.29263486492314,86.6231460546683,81.32364192052913,86.78943698628547,79.6580679465506,81.07800055030084,80.08723466974489,74.05039853216763,82.67530514707096
126,2022-09-01,86.07805481214719,87.16984971924205,82.96107630096189,80.96628255502296,80.39320028748422,81.67625439339496,83.52249715646143,87.08685388104948,79.03863649427684,81.20751829521649,80.06350636456276,75.73969166550668
127,2022-09-06,81.13817380415679,86.07805481214719,87.16984971924205,82.96107630096189,80.96628255502296,80.39320028748422,81.67625439339496,83.52249715646143,87.08685388104948,79.03863649427684,81.20751829521649,80.06350636456276
128,2022-09-11,85.00309080968417,81.13817380415679,86.07805481214719,87.16984971924205,82.96107630096189,80.96628255502296,80.39320028748422,81.67625439339496,83.52249715646143,87.08685388104948,79.03863649427684,81.20751829521649
129,2022-09-16,79.38067529104606,85.00309080968417,81.13817380415679,86.07805481214719,87.16984971924205,82.96107630096189,80.96628255502296,80.39320028748422,81.67625439339496,83.52249715646143,87.08685388104948,79.03863649427684
